Índice,NomDepartamento,Año,NumMes,Día,NomClaseAccidente,NomCausaAcc,NomCondMeteorologica,NomDia,NomGeometriaAcc,terreno,secc_tip,n_victimas,n_muertos,n_heridos,Festividad
"381,Antioquia,2017,1,4,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
382,Antioquia,2019,3,5,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,2,0,2,0
"384,Antioquia,2017,1,1,Choque,Sin causa especifica,Normal,domingo,Recta,Plano,Media ladera Izquierda,"""",1,0,0"
"387,Antioquia,2017,2,4,Choque,Sin causa especifica,Lluvia,sabado,Curva Derecha,Ondulado,Media Ladera Derecha,"""",0,0,0"
"388,Antioquia,2017,1,2,Choque,Sin causa especifica,Normal,lunes,Curva Derecha,Plano,Media ladera Izquierda,"""",0,2,0"
"389,Antioquia,2017,1,2,Choque,Sin causa especifica,Normal,lunes,Recta,Plano,Media ladera Izquierda,"""",0,1,0"
"390,Antioquia,2017,4,11,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,2,0"
"392,Antioquia,2017,11,25,Choque,Sin causa especifica,Normal,sabado,Recta,Ondulado,Media Ladera Derecha,"""",0,0,0"
"395,Antioquia,2017,6,17,Choque,Sin causa especifica,Normal,sabado,Curva Izquierda,Ondulado,Media ladera Izquierda,"""",0,0,0"
"399,Antioquia,2017,4,20,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"400,Antioquia,2017,2,5,Caída ocupante,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media Ladera Derecha,"""",0,1,0"
404,Antioquia,2019,3,3,Choque,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,0,0,0,0
"405,Antioquia,2017,1,3,Choque,Sin causa especifica,Normal,martes,Recta,Plano,Media ladera Izquierda,"""",0,1,0"
"406,Antioquia,2017,7,16,Choque,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"407,Antioquia,2017,8,1,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,0,0"
410,Antioquia,2018,8,2,Atropello,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,1,1,0,0
"413,Antioquia,2017,1,9,Atropello,Sin causa especifica,Lluvia,lunes,Recta,Plano,Terraplen,"""",0,1,0"
"414,Antioquia,2017,4,25,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
419,Antioquia,2019,3,19,Choque,Sin causa especifica,Normal,martes,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0,0
"420,Antioquia,2017,5,13,Choque,Sin causa especifica,Lluvia,sabado,Curva Derecha,Ondulado,Terraplen,"""",0,0,0"
"421,Antioquia,2017,1,12,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,0,0"
"426,Antioquia,2016,12,6,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,1"
"427,Antioquia,2017,6,17,Volcamiento,Sin causa especifica,Normal,sabado,Curva Izquierda,Plano,Terraplen,"""",0,2,0"
"429,Antioquia,2017,5,5,Choque,Sin causa especifica,Lluvia,viernes,Curva Izquierda,Plano,Terraplen,"""",0,0,0"
431,Antioquia,2018,7,8,Choque,Sin causa especifica,Niebla,domingo,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0,0
"432,Antioquia,2017,2,2,Choque,Sin causa especifica,Normal,jueves,Curva Izquierda,Montañoso,Media Ladera Derecha,"""",0,0,0"
"433,Antioquia,2017,4,18,Choque,Sin causa especifica,Lluvia,martes,Recta,Plano,Terraplen,"""",1,0,0"
"435,Antioquia,2018,3,23,Choque,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"436,Antioquia,2017,9,19,Choque,Sin causa especifica,Normal,martes,Recta,Plano,Terraplen,"""",0,0,0"
"437,Antioquia,2017,2,3,Choque,Sin causa especifica,Normal,viernes,Recta,Plano,Media ladera Izquierda,"""",0,1,0"
"438,Antioquia,2016,12,13,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"440,Antioquia,2017,2,6,Choque,Sin causa especifica,Normal,lunes,Recta,Plano,Media ladera Izquierda,"""",0,2,0"
441,Antioquia,2018,9,8,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
"443,Antioquia,2017,1,23,Choque,Sin causa especifica,Lluvia,lunes,Recta,Montañoso,Media ladera Izquierda,"""",0,0,0"
"444,Antioquia,2017,1,21,Choque,Sin causa especifica,Normal,sabado,Curva Derecha,Montañoso,Media ladera Izquierda,"""",0,0,0"
"445,Antioquia,2016,12,25,Atropello,Sin causa especifica,Lluvia,domingo,Recta,Montañoso,Media ladera Izquierda,"""",0,0,0"
"450,Antioquia,2017,1,14,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"451,Antioquia,2017,3,1,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,2,0"
"452,Antioquia,2017,4,1,Choque,Sin causa especifica,Normal,sabado,Curva Izquierda,Montañoso,Media ladera Izquierda,"""",0,1,0"
"453,Antioquia,2017,11,8,Choque,Sin causa especifica,Niebla,miercoles,Curva Derecha,Ondulado,Media Ladera Derecha,"""",0,0,0"
"455,Antioquia,2017,1,30,Choque,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,"""",0,0,0"
"456,Antioquia,2017,1,19,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media Ladera Derecha,"""",0,0,0"
"458,Antioquia,2016,12,29,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"459,Antioquia,2017,2,3,Choque,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"460,Antioquia,2017,1,27,Volcamiento,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"461,Antioquia,2017,9,18,Choque,Sin causa especifica,Normal,lunes,Curva Izquierda,Montañoso,Media ladera Izquierda,"""",0,0,0"
"462,Antioquia,2016,12,4,Choque,Sin causa especifica,Lluvia,domingo,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
463,Antioquia,2018,9,3,Choque,Sin causa especifica,Lluvia,lunes,Recta,Montañoso,Media ladera Izquierda,2,0,2,0
"466,Antioquia,2017,11,9,Choque,Sin causa especifica,Normal,jueves,Curva Derecha,Montañoso,Media Ladera Derecha,"""",0,0,0"
"467,Antioquia,2016,12,22,Atropello,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media Ladera Derecha,"""",0,0,0"
"468,Antioquia,2017,5,20,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"469,Antioquia,2017,1,21,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"471,Antioquia,2017,2,3,Choque,Sin causa especifica,Normal,viernes,Recta,Plano,Media ladera Izquierda,"""",0,0,0"
472,Antioquia,2019,3,11,Choque,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,2,0,2,0
"473,Antioquia,2016,12,1,Caída ocupante,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"474,Antioquia,2016,12,19,Choque,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"475,Antioquia,2016,12,15,Choque,Sin causa especifica,Lluvia,jueves,Recta,Montañoso,Media Ladera Derecha,"""",0,0,0"
"477,Antioquia,2017,2,1,Choque,Sin causa especifica,Normal,miercoles,Recta,Plano,Media ladera Izquierda,"""",0,1,0"
"478,Antioquia,2016,12,28,Choque,Sin causa especifica,Normal,miercoles,Curva Derecha,Montañoso,Media ladera Izquierda,"""",0,0,0"
"479,Antioquia,2017,1,31,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
480,Antioquia,2019,3,4,Choque,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,0,0,0,0
"481,Antioquia,2017,1,20,Choque,Sin causa especifica,Normal,viernes,Curva Derecha,Montañoso,Media ladera Izquierda,"""",0,0,0"
"482,Antioquia,2017,1,25,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"483,Antioquia,2016,12,17,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
484,Antioquia,2019,1,15,Choque,Sin causa especifica,Normal,martes,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0,0
"486,Antioquia,2017,1,8,Choque,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,"""",0,3,1"
"487,Antioquia,2017,5,9,Choque,Sin causa especifica,Normal,martes,Curva Derecha,Montañoso,Media ladera Izquierda,"""",0,0,0"
"488,Antioquia,2017,2,5,Caída ocupante,Sin causa especifica,Normal,domingo,Recta,Plano,Media ladera Izquierda,"""",0,1,0"
"489,Antioquia,2017,2,4,Choque,Sin causa especifica,Normal,sabado,Curva Derecha,Plano,Media Ladera Derecha,"""",0,0,0"
"491,Antioquia,2017,2,7,Choque,Sin causa especifica,Normal,martes,Recta,Plano,Media ladera Izquierda,"""",0,1,0"
"492,Antioquia,2017,11,4,Choque,Sin causa especifica,Lluvia,sabado,Curva Izquierda,Montañoso,Media ladera Izquierda,"""",0,0,1"
"493,Antioquia,2017,5,12,Choque,Sin causa especifica,Granizo,viernes,Curva Izquierda,Plano,Terraplen,"""",0,0,0"
"494,Antioquia,2017,1,17,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
495,Antioquia,2018,9,4,Atropello,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
"496,Antioquia,2017,1,22,Choque,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,"""",0,0,0"
497,Antioquia,2018,8,5,Choque,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
"499,Antioquia,2017,5,2,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
501,Antioquia,2018,9,2,Atropello,Sin causa especifica,Normal,domingo,Curva Izquierda,Montañoso,Media ladera Izquierda,3,0,3,0
"502,Antioquia,2017,11,3,Choque,Sin causa especifica,Normal,viernes,Curva Izquierda,Montañoso,Media ladera Izquierda,"""",0,0,1"
505,Antioquia,2019,3,12,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,2,0,2,0
"510,Antioquia,2018,3,22,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media Ladera Derecha,"""",0,0,0"
"511,Antioquia,2016,12,21,Choque,Sin causa especifica,Normal,miercoles,Curva Izquierda,Montañoso,Media Ladera Derecha,"""",0,1,0"
"512,Antioquia,2017,5,8,Choque,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"513,Antioquia,2016,12,26,Choque,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media Ladera Derecha,"""",0,0,0"
"514,Antioquia,2017,1,20,Choque,Sin causa especifica,Normal,viernes,Curva Derecha,Montañoso,Media Ladera Derecha,"""",0,1,0"
"516,Antioquia,2017,1,20,Caída ocupante,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"517,Antioquia,2016,12,6,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,1"
"519,Antioquia,2017,1,25,Volcamiento,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media Ladera Derecha,"""",0,0,0"
"520,Antioquia,2017,5,14,Choque,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,"""",0,0,0"
521,Antioquia,2018,7,16,Choque,Sin causa especifica,Lluvia,lunes,Curva Izquierda,Ondulado,Media ladera Izquierda,1,0,1,0
"522,Antioquia,2017,9,23,Choque,Sin causa especifica,Normal,sabado,Curva Izquierda,Montañoso,Media ladera Izquierda,"""",0,0,0"
"523,Antioquia,2017,9,21,Choque,Sin causa especifica,Normal,jueves,Recta,Plano,Terraplen,"""",0,0,0"
524,Antioquia,2019,3,14,Caída ocupante,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
"525,Antioquia,2017,11,8,Choque,Sin causa especifica,Normal,miercoles,Curva Derecha,Ondulado,Media Ladera Derecha,"""",0,0,0"
"528,Antioquia,2017,10,6,Choque,Sin causa especifica,Normal,viernes,Recta,Plano,Terraplen,"""",0,0,1"
530,Antioquia,2019,3,8,Choque,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,0,0,0,0
"536,Antioquia,2017,1,20,Volcamiento,Sin causa especifica,Normal,viernes,Recta,Plano,Media Ladera Derecha,"""",0,2,0"
537,Antioquia,2019,3,6,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,2,0,2,0
539,Antioquia,2018,9,2,Choque,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,2,0,2,0
540,Antioquia,2018,7,7,Choque,Sin causa especifica,Normal,sabado,Recta,Plano,Terraplen,3,0,3,0
"541,Antioquia,2017,1,3,Choque,Sin causa especifica,Normal,martes,Curva Derecha,Ondulado,Media Ladera Derecha,"""",0,0,0"
543,Antioquia,2018,8,28,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
544,Antioquia,2018,9,2,Choque,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,3,0,3,0
"545,Antioquia,2017,9,29,Volcamiento,Sin causa especifica,Normal,viernes,Curva Derecha,Ondulado,Media ladera Izquierda,"""",0,0,0"
548,Antioquia,2019,3,9,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,3,0,3,0
"553,Antioquia,2018,3,29,Choque,Sin causa especifica,Lluvia,jueves,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"554,Antioquia,2016,12,15,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media Ladera Derecha,"""",0,1,0"
"556,Antioquia,2017,3,3,Choque,Sin causa especifica,Lluvia,viernes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"557,Antioquia,2016,12,17,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,0,0"
"560,Antioquia,2017,11,28,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,"""",0,2,0"
562,Antioquia,2018,9,2,Choque,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,2,0,2,0
"568,Antioquia,2017,4,30,Choque,Sin causa especifica,Normal,domingo,Curva Derecha,Ondulado,Media Ladera Derecha,"""",0,1,0"
569,Antioquia,2019,3,5,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
"571,Antioquia,2017,3,1,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
579,Antioquia,2019,3,2,Caída ocupante,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
580,Antioquia,2019,3,3,Otro,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
581,Antioquia,2018,7,14,Atropello,Sin causa especifica,Lluvia,sabado,Curva Derecha,Ondulado,Media ladera Izquierda,3,0,3,0
582,Antioquia,2018,9,13,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
585,Antioquia,2018,9,12,Choque,Sin causa especifica,Lluvia,miercoles,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
"586,Antioquia,2017,9,29,Choque,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,"""",0,0,0"
592,Antioquia,2019,3,13,Choque,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
593,Antioquia,2018,9,3,Choque,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
594,Antioquia,2018,8,27,Caída ocupante,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,2,0,2,0
"597,Antioquia,2017,1,4,Choque,Sin causa especifica,Normal,miercoles,Recta,Plano,Terraplen,"""",0,0,0"
599,Antioquia,2018,9,11,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,2,0,2,0
600,Antioquia,2019,3,15,Choque,Sin causa especifica,Normal,viernes,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0,0
601,Antioquia,2018,7,12,Choque,Sin causa especifica,Normal,jueves,Recta,Plano,Terraplen,0,0,0,0
602,Antioquia,2018,7,12,Choque,Sin causa especifica,Normal,jueves,Recta,Plano,Terraplen,0,0,0,0
604,Antioquia,2018,7,29,Choque,Sin causa especifica,Normal,domingo,Curva Derecha,Ondulado,Media ladera Izquierda,0,0,0,1
"605,Antioquia,2017,9,30,Choque,Sin causa especifica,Normal,sabado,Curva Derecha,Montañoso,Media ladera Izquierda,"""",0,0,0"
609,Antioquia,2018,7,23,Atropello,Sin causa especifica,Normal,lunes,Recta,Plano,Terraplen,2,0,2,0
610,Antioquia,2018,7,2,Volcamiento,Sin causa especifica,Normal,lunes,Recta,Plano,Terraplen,6,0,6,0
612,Antioquia,2018,9,1,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
"613,Antioquia,2016,12,29,Choque,Sin causa especifica,Normal,jueves,Recta,Plano,Terraplen,"""",0,0,0"
"614,Antioquia,2017,1,8,Volcamiento,Sin causa especifica,Normal,domingo,Recta,Plano,Terraplen,"""",0,2,1"
619,Antioquia,2018,8,19,Choque,Sin causa especifica,Normal,domingo,Recta,Montañoso,Media ladera Izquierda,1,0,1,1
621,Antioquia,2019,3,15,Choque,Sin causa especifica,Normal,viernes,Recta,Montañoso,Media ladera Izquierda,0,0,0,0
622,Antioquia,2019,3,20,Choque,Sin causa especifica,Normal,miercoles,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0,0
623,Antioquia,2018,7,9,Choque,Sin causa especifica,Normal,lunes,Recta,Plano,Terraplen,0,0,0,0
"626,Antioquia,2017,12,4,Choque,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
"627,Antioquia,2017,10,8,Choque,Sin causa especifica,Lluvia,domingo,Curva Izquierda,Ondulado,Media ladera Izquierda,"""",0,0,1"
"629,Antioquia,2017,1,8,Choque,Sin causa especifica,Normal,domingo,Curva Derecha,Montañoso,Media ladera Izquierda,"""",0,0,1"
"630,Antioquia,2017,7,6,Choque,Sin causa especifica,Normal,jueves,Recta,Plano,Terraplen,"""",0,0,0"
632,Antioquia,2018,9,17,Choque,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
633,Antioquia,2018,9,19,Choque,Sin causa especifica,Normal,miercoles,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0,0
"636,Antioquia,2017,4,21,Choque,Sin causa especifica,Lluvia,viernes,Curva Derecha,Montañoso,Media Ladera Derecha,"""",0,0,0"
"641,Antioquia,2017,4,23,Atropello,Sin causa especifica,Normal,domingo,Curva Derecha,Ondulado,Media Ladera Derecha,"""",0,1,0"
645,Antioquia,2018,9,17,Caída ocupante,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
"646,Antioquia,2017,7,2,Choque,Sin causa especifica,Normal,domingo,Curva Izquierda,Montañoso,Media ladera Izquierda,"""",0,0,0"
"647,Antioquia,2017,4,2,Choque,Sin causa especifica,Normal,domingo,Curva Izquierda,Montañoso,Media ladera Izquierda,"""",0,0,0"
649,Antioquia,2018,9,17,Choque,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
"650,Antioquia,2017,7,9,Choque,Sin causa especifica,Normal,domingo,Curva Izquierda,Montañoso,Media ladera Izquierda,"""",0,0,0"
653,Antioquia,2019,3,26,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,2,0,2,0
"656,Antioquia,2017,7,5,Choque,Sin causa especifica,Lluvia,miercoles,Curva Derecha,Plano,Terraplen,"""",0,0,0"
"657,Antioquia,2017,6,16,Choque,Sin causa especifica,Normal,viernes,Curva Izquierda,Ondulado,Media ladera Izquierda,"""",0,0,0"
659,Antioquia,2018,9,15,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,2,0,2,0
"660,Antioquia,2017,4,12,Choque,Sin causa especifica,Normal,miercoles,Recta,Plano,Media ladera Izquierda,"""",0,0,0"
"661,Antioquia,2017,7,18,Volcamiento,Sin causa especifica,Normal,martes,Curva Izquierda,Plano,Media Ladera Derecha,"""",0,0,0"
"663,Antioquia,2017,7,16,Choque,Sin causa especifica,Lluvia,domingo,Curva Derecha,Ondulado,Media ladera Izquierda,"""",0,0,0"
"666,Antioquia,2017,7,10,Choque,Sin causa especifica,Lluvia,lunes,Curva Izquierda,Montañoso,Media ladera Izquierda,"""",0,0,0"
668,Antioquia,2019,3,20,Choque,Sin causa especifica,Lluvia,miercoles,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
671,Antioquia,2018,9,13,Choque,Sin causa especifica,Normal,jueves,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
675,Antioquia,2018,9,15,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
678,Antioquia,2019,3,26,Choque,Sin causa especifica,Normal,martes,Recta,Montañoso,Media ladera Izquierda,2,0,2,0
"681,Antioquia,2017,10,16,Choque,Sin causa especifica,Normal,lunes,Recta,Montañoso,Media ladera Izquierda,"""",0,0,1"
"683,Antioquia,2017,4,10,Choque,Sin causa especifica,Normal,lunes,Curva Derecha,Montañoso,Media ladera Izquierda,"""",0,0,0"
"684,Antioquia,2017,10,7,Choque,Sin causa especifica,Normal,sabado,Recta,Plano,Terraplen,"""",0,0,1"
"685,Antioquia,2017,10,11,Choque,Sin causa especifica,Normal,miercoles,Recta,Plano,Terraplen,"""",0,0,1"
"686,Antioquia,2017,11,29,Choque,Sin causa especifica,Lluvia,miercoles,Curva Derecha,Montañoso,Media Ladera Derecha,"""",0,0,0"
"688,Antioquia,2017,5,8,Choque,Sin causa especifica,Normal,lunes,Curva Derecha,Ondulado,Media ladera Izquierda,"""",0,0,0"
689,Antioquia,2018,9,14,Choque,Sin causa especifica,Lluvia,viernes,Recta,Montañoso,Media ladera Izquierda,1,0,1,0
"690,Antioquia,2017,10,23,Choque,Sin causa especifica,Normal,lunes,Curva Izquierda,Ondulado,Media ladera Izquierda,"""",0,0,0"
"692,Antioquia,2017,4,29,Choque,Sin causa especifica,Normal,sabado,Recta,Montañoso,Media ladera Izquierda,"""",0,2,0"
"693,Antioquia,2017,4,10,Choque,Sin causa especifica,Normal,lunes,Curva Derecha,Ondulado,Media Ladera Derecha,"""",0,0,0"
"695,Antioquia,2017,7,26,Choque,Sin causa especifica,Lluvia,miercoles,Curva Derecha,Plano,Terraplen,"""",0,0,1"
"697,Antioquia,2017,4,9,Choque,Sin causa especifica,Normal,domingo,Curva Derecha,Montañoso,Media Ladera Derecha,"""",0,2,0"
"699,Antioquia,2017,6,17,Volcamiento,Sin causa especifica,Lluvia,sabado,Recta,Ondulado,Media ladera Izquierda,"""",0,0,0"
"700,Antioquia,2017,6,28,Atropello,Sin causa especifica,Normal,miercoles,Recta,Montañoso,Media ladera Izquierda,"""",0,1,0"
702,Antioquia,2018,7,9,Choque,Sin causa especifica,Normal,lunes,Recta,Ondulado,Media Ladera Derecha,1,0,1,0
"703,Antioquia,2018,1,6,Choque,Sin causa especifica,Normal,sabado,Curva Derecha,Ondulado,Media Ladera Derecha,"""",0,0,1"
"704,Antioquia,2017,7,2,Volcamiento,Sin causa especifica,Lluvia,domingo,Curva Izquierda,Ondulado,Media ladera Izquierda,"""",0,0,0"
"706,Antioquia,2017,6,12,Volcamiento,Sin causa especifica,Normal,lunes,Curva Izquierda,Ondulado,Media ladera Izquierda,"""",0,0,0"
"707,Antioquia,2017,10,6,Choque,Sin causa especifica,Normal,viernes,Curva Izquierda,Montañoso,Media ladera Izquierda,"""",0,2,1"
"710,Antioquia,2017,6,12,Choque,Sin causa especifica,Normal,lunes,Recta,Plano,Terraplen,"""",0,0,0"
711,Antioquia,2018,9,26,Volcamiento,Sin causa especifica,Normal,miercoles,Curva Izquierda,Ondulado,Media ladera Izquierda,0,0,0,0
"712,Antioquia,2017,5,29,Atropello,Sin causa especifica,Lluvia,lunes,Recta,Plano,Media ladera Izquierda,"""",0,1,0"
"713,Antioquia,2017,5,14,Choque,Sin causa especifica,Lluvia,domingo,Curva Derecha,Plano,Media Ladera Derecha,"""",0,0,0"
"714,Antioquia,2017,1,8,Choque,Sin causa especifica,Lluvia,domingo,Recta,Plano,Terraplen,"""",0,0,1"
"716,Antioquia,2017,10,19,Choque,Sin causa especifica,Normal,jueves,Curva Derecha,Ondulado,Media Ladera Derecha,"""",0,0,0"
