Índice,Año,NumMes,Día,NomDepartamento,NomClaseAccidente,NomCausaAcc,NomGeometriaAcc,terreno,secc_tip,n_muertos,n_heridos,Festividad
2836,2019,6,12,Antioquia,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
2837,2017,2,12,Quindío,Choque,Sin causa especifica,Recta,Ondulado,Media ladera Izquierda,0,1,0
2838,2017,6,29,Quindío,Volcamiento,Sin causa especifica,Curva Derecha,Plano,Media ladera Izquierda,0,0,1
2839,2017,12,9,Cundinamarca,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
2840,2018,4,18,Valle del Cauca,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,1,4,0
2841,2017,12,18,Córdoba,Volcamiento,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
2842,2018,9,9,Valle del Cauca,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,1,0
2843,2017,10,2,Santander,Choque,Sin causa especifica,Recta,Ondulado,Media Ladera Derecha,0,0,0
2844,2018,3,8,Valle del Cauca,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
2845,2018,3,4,Valle del Cauca,Volcamiento,Sin causa especifica,Recta,Plano,Terraplen,1,0,0
2846,2018,9,3,Risaralda,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,2,0
2847,2017,7,25,Córdoba,Volcamiento,Sin causa especifica,Curva Izquierda,Plano,Media Ladera Derecha,0,1,0
2848,2018,2,1,Valle del Cauca,Volcamiento,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
2849,2017,9,16,Tolima,Atropello,Sin causa especifica,Curva Derecha,Plano,Media Ladera Derecha,1,0,0
2850,2017,4,24,Cauca,Choque,Sin causa especifica,Recta,Plano,Terraplen,1,0,0
2851,2016,12,21,Valle del Cauca,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
2852,2017,8,6,Cauca,Choque,Sin causa especifica,Curva Derecha,Ondulado,Terraplen,1,0,0
2853,2017,10,9,Quindío,Atropello,Sin causa especifica,Recta,Plano,Cajón,1,0,0
2854,2017,2,2,Santander,Volcamiento,Sin causa especifica,Recta,Plano,Media ladera Izquierda,0,2,1
2855,2017,12,9,Cundinamarca,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
2856,2018,2,27,Antioquia,Choque,Sin causa especifica,Recta,Ondulado,Media ladera Izquierda,0,0,0
2857,2017,3,12,Putumayo,Choque,Sin causa especifica,Recta,Plano,Cajón,0,2,0
2858,2018,2,10,Valle del Cauca,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
2859,2018,11,2,Quindío,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
2860,2018,1,22,Córdoba,Choque,Sin causa especifica,Curva Derecha,Plano,Cajón,0,0,0
2861,2019,4,27,Cundinamarca,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
2862,2017,9,4,Caldas,Atropello,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
2863,2018,2,6,Córdoba,Choque,Sin causa especifica,Recta,Ondulado,Cajón,1,0,0
2864,2018,3,16,Caldas,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,3,0
2865,2018,1,4,Cundinamarca,Volcamiento,Sin causa especifica,Recta,Plano,Terraplen,0,0,1
2866,2018,3,26,Córdoba,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
2867,2018,3,10,Valle del Cauca,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
2868,2017,5,17,Valle del Cauca,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
2869,2019,4,26,Caquetá,Volcamiento,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
2870,2017,8,25,Córdoba,Choque,Sin causa especifica,Curva Derecha,Plano,Cajón,0,0,0
2871,2018,6,29,Risaralda,Choque,Sin causa especifica,Recta,Plano,Media ladera Izquierda,0,0,0
2872,2018,11,5,Putumayo,Volcamiento,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
2873,2017,12,20,Cauca,Choque,Sin causa especifica,Curva Derecha,Ondulado,Media Ladera Derecha,0,1,0
2874,2019,4,24,Cundinamarca,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
2875,2018,3,21,Antioquia,Atropello,Sin causa especifica,Recta,Ondulado,Media Ladera Derecha,0,1,0
2876,2019,4,26,Cundinamarca,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0
2877,2018,5,20,Valle del Cauca,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
2878,2018,3,30,Córdoba,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
2879,2017,1,1,Antioquia,Volcamiento,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
2880,2017,9,6,Norte de Santander,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
2881,2018,9,30,Norte de Santander,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,2,0
2882,2018,11,12,Putumayo,Volcamiento,Sin causa especifica,Curva Derecha,Escarpado,Media Ladera Derecha,0,0,0
2883,2017,10,30,Santander,Choque,Sin causa especifica,Recta,Plano,Cajón,0,0,0
2884,2018,9,21,Risaralda,Choque,Sin causa especifica,Recta,Ondulado,Terraplen,0,2,0
2885,2018,9,18,Risaralda,Choque,Sin causa especifica,Recta,Ondulado,Media ladera Izquierda,0,0,0
2886,2019,4,19,Cundinamarca,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
2887,2017,10,2,Quindío,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
2888,2018,9,3,Risaralda,Choque,Sin causa especifica,Recta,Ondulado,Terraplen,0,0,0
2889,2017,9,2,Risaralda,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
2890,2018,5,17,Valle del Cauca,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
2891,2018,6,28,Risaralda,Choque,Sin causa especifica,Curva Derecha,Ondulado,Media ladera Izquierda,0,1,0
2892,2019,3,5,Antioquia,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
2893,2018,9,14,Cauca,Volcamiento,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,1,0
2894,2017,9,10,Cauca,Choque,Sin causa especifica,Curva Izquierda,Ondulado,Media ladera Izquierda,0,2,0
2895,2018,8,30,Norte de Santander,Salida de la vía sin volcarse,Sin causa especifica,Curva Izquierda,Montañoso,Media Ladera Derecha,0,4,0
2896,2017,11,11,Cundinamarca,Caída ocupante,Sin causa especifica,Recta,Plano,Cajón,1,0,1
2897,2017,9,20,Norte de Santander,Choque,Sin causa especifica,Curva Derecha,Plano,Terraplen,0,0,0
2898,2017,7,7,Cauca,Choque,Sin causa especifica,Recta,Plano,Terraplen,1,0,0
2899,2017,3,29,Risaralda,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
2900,2018,8,1,Santander,Choque,Sin causa especifica,Recta,Ondulado,Terraplen,0,0,0
2901,2017,5,24,Boyacá,Choque,Sin causa especifica,Recta,Ondulado,Terraplen,0,0,0
2902,2017,12,13,Quindío,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,1,0
2903,2018,3,31,Boyacá,Choque,Sin causa especifica,Curva Izquierda,Plano,Terraplen,0,2,1
2904,2019,4,19,Cundinamarca,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
2905,2018,1,5,Quindío,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
2906,2018,9,14,Cauca,Volcamiento,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,1,0
2907,2017,5,26,Risaralda,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,2,0
2908,2017,8,23,Risaralda,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
2909,2018,5,2,Magdalena,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
2910,2017,6,28,Valle del Cauca,Atropello,Sin causa especifica,Recta,Plano,Terraplen,1,0,0
2911,2018,10,25,Caldas,Volcamiento,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
2912,2017,9,25,Córdoba,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,3,0
2913,2017,4,24,Valle del Cauca,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
2914,2018,2,1,Valle del Cauca,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
2915,2017,5,16,Valle del Cauca,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
2916,2018,4,14,Valle del Cauca,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,0,3,0
2917,2017,11,17,Córdoba,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
2918,2017,8,23,Quindío,Choque,Sin causa especifica,Recta,Plano,Media Ladera Derecha,0,0,0
2919,2018,9,17,Risaralda,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
2920,2019,3,8,Antioquia,Choque,Sin causa especifica,Recta,Plano,Terraplen,1,0,0
2921,2018,9,24,Boyacá,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,1,0
2922,2018,10,8,Antioquia,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,2,1
2923,2018,4,19,Valle del Cauca,Choque,Sin causa especifica,Recta,Montañoso,Media Ladera Derecha,0,0,0
2924,2018,3,20,Valle del Cauca,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,3,0
2925,2019,4,21,Colombia,Volcamiento,Sin causa especifica,Curva Izquierda,Plano,Terraplen,0,0,0
2926,2018,9,20,Risaralda,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
2927,2019,4,8,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,4,0
2928,2018,1,20,Quindío,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,4,0
2929,2017,12,12,Cauca,Choque,Sin causa especifica,Recta,Ondulado,Media Ladera Derecha,0,0,0
2930,2019,4,17,Colombia,Volcamiento,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
2931,2017,1,23,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,3,0
2932,2017,12,25,Caldas,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,1,0,0
2933,2017,10,10,Caldas,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
2934,2018,6,23,Valle del Cauca,Volcamiento,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
2935,2017,6,8,Valle del Cauca,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
2936,2018,9,4,Risaralda,Caída ocupante,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
2937,2017,1,11,Antioquia,Volcamiento,Sin causa especifica,Recta,Ondulado,Media ladera Izquierda,0,1,0
2938,2017,6,19,Valle del Cauca,Volcamiento,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,1,0
2939,2018,3,30,Quindío,Choque,Sin causa especifica,Recta,Ondulado,Cajón,0,0,0
2940,2017,1,22,Antioquia,Choque,Sin causa especifica,Curva Derecha,Ondulado,Media ladera Izquierda,0,0,0
2941,2017,6,8,Valle del Cauca,Volcamiento,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
2942,2017,6,4,Caldas,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,1,0
2943,2017,4,13,Valle del Cauca,Choque,Sin causa especifica,Recta,Montañoso,Media Ladera Derecha,0,0,0
2944,2017,8,6,Caldas,Caída ocupante,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
2945,2017,1,24,Antioquia,Choque,Sin causa especifica,Curva Derecha,Ondulado,Media ladera Izquierda,0,0,0
2946,2017,6,8,Valle del Cauca,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,1,0
2947,2019,6,27,Antioquia,Atropello,Sin causa especifica,Recta,Plano,Terraplen,1,0,0
2948,2018,5,29,Valle del Cauca,Atropello,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,1,0,0
2949,2017,12,2,Antioquia,Volcamiento,Sin causa especifica,Recta,Montañoso,Media Ladera Derecha,0,1,0
2950,2017,1,30,Antioquia,Atropello,Sin causa especifica,Recta,Plano,Media ladera Izquierda,0,1,0
2951,2018,7,9,Casanare,Atropello,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
2952,2017,1,2,Antioquia,Choque,Sin causa especifica,Curva Derecha,Ondulado,Media ladera Izquierda,0,0,0
2953,2018,9,27,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
2954,2018,9,26,Risaralda,Choque,Sin causa especifica,Curva Derecha,Ondulado,Media Ladera Derecha,0,0,0
2955,2017,4,5,Valle del Cauca,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0
2956,2017,1,9,Quindío,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
2957,2017,4,6,Cauca,Caída ocupante,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,1,0
2958,2017,8,27,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
2959,2018,7,31,Quindío,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
2960,2017,2,25,Cauca,Atropello,Sin causa especifica,Recta,Montañoso,Media Ladera Derecha,1,0,0
2961,2018,9,22,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
2962,2017,12,15,Cauca,Caída de piedra,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,1,0
2963,2017,4,5,Valle del Cauca,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
2964,2019,3,22,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
2965,2017,1,26,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Ondulado,Media ladera Izquierda,0,0,0
2966,2018,10,9,Boyacá,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
2967,2018,2,23,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Plano,Media Ladera Derecha,0,0,0
2968,2018,1,4,Cundinamarca,Volcamiento,Sin causa especifica,Recta,Plano,Terraplen,0,0,1
2969,2017,1,15,Magdalena,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
2970,2017,4,6,Valle del Cauca,Volcamiento,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,9,0
2971,2017,4,6,Valle del Cauca,Choque,Sin causa especifica,Recta,Montañoso,Media Ladera Derecha,0,1,0
2972,2016,12,8,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,1
2973,2017,2,16,Quindío,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
2974,2018,7,27,Casanare,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
2975,2018,1,4,Cundinamarca,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,1
2976,2017,7,2,Cauca,Choque,Sin causa especifica,Curva Derecha,Ondulado,Media Ladera Derecha,0,6,0
2977,2018,11,13,Tolima,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
2978,2019,4,7,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
2979,2017,4,23,Cauca,Choque,Sin causa especifica,Curva Derecha,Ondulado,Terraplen,0,0,0
2980,2017,12,8,Risaralda,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
2981,2017,1,9,Antioquia,Choque,Sin causa especifica,Curva Derecha,Ondulado,Media ladera Izquierda,0,0,0
2982,2018,9,2,Risaralda,Atropello,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
2983,2018,3,16,Quindío,Choque,Sin causa especifica,Recta,Plano,Cajón,0,0,0
2984,2018,4,20,Valle del Cauca,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,0,1,0
2985,2018,8,18,Cauca,Atropello,Sin causa especifica,Recta,Ondulado,Terraplen,0,1,0
2986,2018,2,23,Santander,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,2,0
2987,2017,1,1,Antioquia,Choque,Sin causa especifica,Recta,Ondulado,Media ladera Izquierda,0,0,0
2988,2018,7,28,Casanare,Choque,Sin causa especifica,Recta,Plano,Terraplen,1,0,0
2989,2017,11,3,Risaralda,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,1
2990,2017,4,23,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Escarpado,Media Ladera Derecha,0,0,0
2991,2017,5,11,Valle del Cauca,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
2992,2017,11,20,Cauca,Choque,Sin causa especifica,Curva Derecha,Ondulado,Terraplen,0,0,0
2993,2018,3,2,Quindío,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,2,0
2994,2018,2,16,Antioquia,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
2995,2018,7,7,Casanare,Salida de la vía sin volcarse,Sin causa especifica,Recta,Montañoso,Media Ladera Derecha,0,0,0
2996,2017,8,10,Valle del Cauca,Volcamiento,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,1,0
2997,2018,7,8,Casanare,Choque,Sin causa especifica,Recta,Montañoso,Media Ladera Derecha,0,0,0
2998,2018,11,17,Caldas,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,4,0
2999,2018,7,6,Caquetá,Volcamiento,Sin causa especifica,Recta,Ondulado,Terraplen,0,0,0
3000,2018,5,31,Valle del Cauca,Volcamiento,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,1
3001,2018,7,3,Norte de Santander,Choque,Sin causa especifica,Recta,Plano,Terraplen,1,0,0
3002,2018,2,23,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
3003,2019,4,13,Antioquia,Otro,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
3004,2019,4,23,Antioquia,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
3005,2017,7,27,Córdoba,Volcamiento,Sin causa especifica,Curva Derecha,Plano,Terraplen,0,0,0
3006,2017,1,23,Quindío,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0
3007,2018,1,20,Cauca,Atropello,Sin causa especifica,Recta,Ondulado,Terraplen,0,1,0
3008,2018,5,7,Magdalena,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
3009,2017,1,10,Quindío,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
3010,2017,7,19,Córdoba,Volcamiento,Sin causa especifica,Curva Derecha,Plano,Cajón,0,0,0
3011,2018,5,12,Magdalena,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
3012,2018,9,25,Antioquia,Atropello,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,2,0
3013,2018,6,10,Casanare,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
3014,2018,4,27,Valle del Cauca,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
3015,2017,2,2,Antioquia,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
3016,2017,5,16,Córdoba,Caída de carga,Sin causa especifica,Curva Derecha,Plano,Terraplen,0,0,0
3017,2018,6,29,Valle del Cauca,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
3018,2017,1,18,Quindío,Choque,Sin causa especifica,Curva Derecha,Escarpado,Media Ladera Derecha,0,0,0
3019,2019,4,6,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
3020,2018,9,19,Antioquia,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
3021,2017,10,18,Valle del Cauca,Choque,Sin causa especifica,Recta,Plano,Terraplen,1,0,0
3022,2018,5,1,Magdalena,Atropello,Sin causa especifica,Recta,Plano,Terraplen,1,0,0
3023,2018,3,30,Quindío,Choque,Sin causa especifica,Recta,Ondulado,Cajón,0,0,0
3024,2018,6,12,Magdalena,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
3025,2019,3,20,Antioquia,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
3026,2017,6,22,Casanare,Choque,Sin causa especifica,Recta,Plano,Terraplen,1,2,0
3027,2019,4,30,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
3028,2018,1,24,Risaralda,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
3029,2019,4,9,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
3030,2017,4,16,Valle del Cauca,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,2,0
3031,2018,1,15,Valle del Cauca,Choque,Sin causa especifica,Recta,Montañoso,Media Ladera Derecha,0,0,0
3032,2017,4,11,Santander,Atropello,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
3033,2018,4,22,Valle del Cauca,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
3034,2019,4,9,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
3035,2018,7,26,Quindío,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,1
3036,2016,12,31,Cauca,Choque,Sin causa especifica,Recta,Plano,Media ladera Izquierda,0,1,0
3037,2019,4,8,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
3038,2018,5,6,Valle del Cauca,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
3039,2018,5,5,Valle del Cauca,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
3040,2018,7,27,Quindío,Volcamiento,Sin causa especifica,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,1
3041,2019,4,15,Boyacá,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
3042,2018,11,2,Tolima,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
3043,2017,11,11,Boyacá,Volcamiento,Sin causa especifica,Curva Derecha,Plano,Terraplen,0,0,0
3044,2017,3,6,Putumayo,Choque,Sin causa especifica,Recta,Ondulado,Cajón,0,0,0
3045,2019,4,26,Colombia,Choque,Sin causa especifica,Recta,Plano,Terraplen,1,0,0
3046,2018,2,5,Huila,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
3047,2019,4,9,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,2,0
3048,2017,4,4,Cauca,Caída ocupante,Sin causa especifica,Recta,Plano,Media Ladera Derecha,0,1,0
3049,2017,9,23,Tolima,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
3050,2017,1,21,Quindío,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
3051,2017,1,9,Quindío,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0
3052,2018,9,29,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
3053,2018,9,9,Valle del Cauca,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,1,0
3054,2017,3,28,Córdoba,Volcamiento,Sin causa especifica,Curva Izquierda,Plano,Terraplen,0,1,0
3055,2018,2,25,Antioquia,Choque,Sin causa especifica,Curva Derecha,Ondulado,Media ladera Izquierda,0,0,0
3056,2019,4,23,Colombia,Atropello,Sin causa especifica,Curva Derecha,Plano,Terraplen,0,1,0
3057,2018,7,28,Quindío,Volcamiento,Sin causa especifica,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0
3058,2019,3,28,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
3059,2019,4,23,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
3060,2017,2,2,Casanare,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,2,0
3061,2017,12,15,Valle del Cauca,Choque,Sin causa especifica,Recta,Montañoso,Media Ladera Derecha,0,2,0
3062,2018,2,1,Valle del Cauca,Volcamiento,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,0,0
3063,2017,1,8,Quindío,Choque,Sin causa especifica,Curva Derecha,Montañoso,Cajón,0,0,0
3064,2018,9,7,Valle del Cauca,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
3065,2017,4,1,Santander,Atropello,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
3066,2017,10,5,Cundinamarca,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,2,0
3067,2018,9,25,Antioquia,Caída ocupante,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
3068,2017,12,4,Cundinamarca,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
3069,2018,11,13,Quindío,Volcamiento,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
3070,2017,3,4,Quindío,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
3071,2018,5,23,Casanare,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,0,0
3072,2018,4,6,Valle del Cauca,Choque,Sin causa especifica,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
3073,2019,4,8,Antioquia,Choque,Sin causa especifica,Recta,Ondulado,Terraplen,0,1,0
3074,2018,5,17,Valle del Cauca,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,3,0
3075,2017,4,19,Antioquia,Choque,Sin causa especifica,Curva Derecha,Ondulado,Media Ladera Derecha,0,1,0
3076,2018,4,6,Valle del Cauca,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0
3077,2018,11,9,Quindío,Choque,Sin causa especifica,Recta,Plano,Terraplen,0,1,0
3078,2018,2,13,Valle del Cauca,Atropello,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,2,0
3079,2018,4,19,Valle del Cauca,Choque,Sin causa especifica,Recta,Montañoso,Media Ladera Derecha,0,0,0
3080,2018,1,27,Valle del Cauca,Choque,Sin causa especifica,Recta,Montañoso,Media Ladera Derecha,0,1,0
3081,2018,9,14,Cauca,Choque,Sin causa especifica,Curva Izquierda,Ondulado,Media ladera Izquierda,0,0,0
3082,2019,4,24,Antioquia,Choque,Sin causa especifica,Recta,Montañoso,Media ladera Izquierda,0,1,0
3083,2019,4,27,Antioquia,Choque,Sin causa especifica,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
