Índice,Año,NumMes,Día,NomDepartamento,NomClaseAccidente,NomCausaAcc,NomGeometriaAcc,terreno,secc_tip,n_muertos,n_heridos,Festividad
12876,2020,1,16,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12877,2017,4,17,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12878,2020,6,5,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12879,2017,6,20,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,1,0
12880,2017,2,26,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12881,2017,11,29,Tolima,Choque,No mantener distancia de seguridad,Curva Derecha,Escarpado,Media ladera Izquierda,0,1,0
12882,2020,1,15,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,3,0
12883,2018,12,12,Santander,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12884,2019,11,28,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12885,2020,8,24,Colombia,Choque,No mantener distancia de seguridad,Curva Izquierda,Plano,Cajón,0,1,0
12886,2020,11,6,Colombia,Choque,No mantener distancia de seguridad,Recta,Ondulado,Terraplen,0,0,0
12887,2017,10,17,Norte de Santander,Choque,No mantener distancia de seguridad,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
12888,2018,10,9,Risaralda,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,1,0
12889,2020,2,27,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Media ladera Izquierda,0,0,0
12890,2017,8,12,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12891,2020,4,18,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Cajón,0,0,0
12892,2017,5,4,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Media Ladera Derecha,0,0,0
12893,2021,5,2,Córdoba,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,1,1
12894,2017,9,17,Antioquia,Choque,No mantener distancia de seguridad,Curva Derecha,Ondulado,Media Ladera Derecha,0,0,0
12895,2017,6,21,Valle del Cauca,Choque,No mantener distancia de seguridad,Curva Izquierda,Plano,Terraplen,0,2,0
12896,2019,12,1,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12897,2019,7,25,Caquetá,Choque,No mantener distancia de seguridad,Recta,Ondulado,Cajón,0,0,0
12898,2020,6,20,Colombia,Choque,No mantener distancia de seguridad,Recta,Ondulado,Terraplen,0,0,0
12899,2019,12,5,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12900,2017,12,23,Tolima,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media Ladera Derecha,0,0,0
12901,2017,6,4,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12902,2017,6,21,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12903,2020,4,15,Cundinamarca,Choque,No mantener distancia de seguridad,Recta,Plano,Cajón,0,0,0
12904,2017,8,20,Córdoba,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,2,0
12905,2017,1,29,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,1,0
12906,2017,12,23,Antioquia,Choque,No mantener distancia de seguridad,Recta,Ondulado,Terraplen,0,1,0
12907,2017,10,30,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12908,2017,4,19,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12909,2017,5,26,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,6,0
12910,2016,12,18,Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Media ladera Izquierda,0,0,0
12911,2017,6,12,Antioquia,Choque,No mantener distancia de seguridad,Recta,Plano,Media ladera Izquierda,0,0,0
12912,2018,2,10,Risaralda,Choque,No mantener distancia de seguridad,Curva Derecha,Ondulado,Media ladera Izquierda,0,1,0
12913,2017,5,6,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12914,2018,12,6,Cesar,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12915,2021,4,13,Caldas,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,0,0
12916,2019,6,11,Caldas,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,0,0
12917,2018,10,5,Cesar,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12918,2018,4,1,Boyacá,Choque,No mantener distancia de seguridad,Recta,Plano,Media ladera Izquierda,0,0,0
12919,2021,7,2,Boyacá,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12920,2020,1,22,Colombia,Choque,No mantener distancia de seguridad,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
12921,2017,8,27,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12922,2017,10,10,Córdoba,Choque,No mantener distancia de seguridad,Curva Derecha,Plano,Media ladera Izquierda,0,0,0
12923,2017,3,11,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Cajón,0,0,0
12924,2019,10,27,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12925,2020,9,9,Risaralda,Choque,No mantener distancia de seguridad,Curva Izquierda,Plano,Terraplen,0,0,0
12926,2018,7,8,Antioquia,Choque,No mantener distancia de seguridad,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
12927,2019,5,15,Guajira,Choque,No mantener distancia de seguridad,Recta,Ondulado,Media ladera Izquierda,0,34,0
12928,2020,4,16,Colombia,Choque,No mantener distancia de seguridad,Curva Derecha,Ondulado,Terraplen,0,0,0
12929,2018,1,13,Valle del Cauca,Choque,No mantener distancia de seguridad,Curva Derecha,Plano,Terraplen,0,0,0
12930,2020,3,1,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12931,2019,12,2,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12932,2020,4,18,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,1,0
12933,2017,2,7,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12934,2019,12,22,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12935,2018,9,7,Cesar,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12936,2018,2,1,Caquetá,Choque,No mantener distancia de seguridad,Curva Izquierda,Ondulado,Media ladera Izquierda,1,0,0
12937,2017,7,4,Tolima,Choque,No mantener distancia de seguridad,Curva Izquierda,Escarpado,Media Ladera Derecha,0,0,0
12938,2017,1,4,Cundinamarca,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,0,1
12939,2018,8,4,Tolima,Choque,No mantener distancia de seguridad,Curva Derecha,Escarpado,Media ladera Izquierda,0,0,0
12940,2018,3,12,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12941,2019,10,7,Caldas,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,0,1
12942,2021,9,6,Boyacá,Choque,No mantener distancia de seguridad,Recta,Ondulado,Terraplen,0,2,0
12943,2017,6,14,Antioquia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12944,2020,11,3,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,1,0
12945,2021,1,21,Caldas,Choque,No mantener distancia de seguridad,Curva Derecha,Montañoso,Media ladera Izquierda,0,1,0
12946,2021,1,26,Boyacá,Choque,No mantener distancia de seguridad,Curva Derecha,Ondulado,Terraplen,0,0,0
12947,2020,1,11,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12948,2017,12,6,Boyacá,Choque,No mantener distancia de seguridad,Recta,Plano,Media ladera Izquierda,0,1,0
12949,2018,10,22,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12950,2019,12,17,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,1,0
12951,2017,2,17,Quindío,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,1,0
12952,2020,10,18,Cesar,Choque,No mantener distancia de seguridad,Recta,Montañoso,Cajón,0,2,0
12953,2017,12,4,Nariño,Choque,No mantener distancia de seguridad,Recta,Escarpado,Terraplen,0,0,0
12954,2018,1,9,Antioquia,Choque,No mantener distancia de seguridad,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
12955,2019,12,20,Caldas,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,0,0
12956,2019,10,9,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,1,0,0
12957,2020,10,13,Caldas,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,0,0
12958,2019,9,3,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12959,2017,4,30,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12960,2018,6,13,Quindío,Choque,No mantener distancia de seguridad,Curva Derecha,Plano,Terraplen,0,0,0
12961,2019,4,17,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12962,2018,12,5,Santander,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12963,2017,5,4,Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,2,0
12964,2017,12,8,Nariño,Choque,No mantener distancia de seguridad,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0
12965,2021,7,24,Tolima,Choque,No mantener distancia de seguridad,Recta,Escarpado,Media Ladera Derecha,0,0,0
12966,2016,12,5,Cundinamarca,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media Ladera Derecha,0,0,0
12967,2016,12,4,Antioquia,Choque,No mantener distancia de seguridad,Curva Derecha,Plano,Terraplen,0,1,0
12968,2018,3,19,Córdoba,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12969,2017,3,3,Quindío,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12970,2017,2,21,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,2,0
12971,2017,9,16,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12972,2017,6,14,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12973,2019,7,25,Caldas,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,0,0
12974,2017,5,1,Nariño,Choque,No mantener distancia de seguridad,Curva Izquierda,Montañoso,Cajón,0,0,0
12975,2019,7,25,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12976,2017,8,3,Cundinamarca,Choque,No mantener distancia de seguridad,Curva Izquierda,Ondulado,Media ladera Izquierda,0,0,0
12977,2020,1,5,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12978,2018,9,2,Risaralda,Choque,No mantener distancia de seguridad,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
12979,2017,3,7,Risaralda,Choque,No mantener distancia de seguridad,Recta,Ondulado,Media ladera Izquierda,0,1,0
12980,2017,3,16,Cundinamarca,Choque,No mantener distancia de seguridad,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,1
12981,2018,1,10,Boyacá,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12982,2018,10,15,Antioquia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,1
12983,2017,5,8,Risaralda,Choque,No mantener distancia de seguridad,Recta,Ondulado,Terraplen,0,0,0
12984,2017,6,24,Norte de Santander,Choque,No mantener distancia de seguridad,Curva Derecha,Plano,Terraplen,1,1,0
12985,2017,2,7,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12986,2018,2,3,Risaralda,Choque,No mantener distancia de seguridad,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
12987,2019,1,5,Boyacá,Choque,No mantener distancia de seguridad,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,1
12988,2019,7,11,Caldas,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,1,0
12989,2019,9,3,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12990,2020,12,1,Caldas,Choque,No mantener distancia de seguridad,Curva Derecha,Montañoso,Terraplen,0,0,0
12991,2018,1,4,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,1,0
12992,2018,2,12,Valle del Cauca,Choque,No mantener distancia de seguridad,Curva Derecha,Plano,Terraplen,0,1,0
12993,2021,6,12,Colombia,Choque,No mantener distancia de seguridad,Recta,Ondulado,Media ladera Izquierda,0,0,0
12994,2018,10,16,Antioquia,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media Ladera Derecha,0,0,1
12995,2017,9,2,Antioquia,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media Ladera Derecha,0,0,0
12996,2020,1,2,Córdoba,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12997,2018,8,6,Nariño,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12998,2019,9,9,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
12999,2020,8,12,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13000,2019,9,11,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,0,0
13001,2017,9,12,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13002,2017,6,4,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13003,2017,8,26,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13004,2018,7,2,Caquetá,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,3,0
13005,2017,9,6,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,1,0
13006,2021,8,26,Córdoba,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13007,2018,10,25,Tolima,Choque,No mantener distancia de seguridad,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
13008,2021,6,13,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13009,2020,11,8,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,1,0,0
13010,2017,3,16,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13011,2020,1,6,Quindío,Choque,No mantener distancia de seguridad,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
13012,2017,11,11,Caldas,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,0,0
13013,2019,9,14,Putumayo,Choque,No mantener distancia de seguridad,Curva Izquierda,Ondulado,Media ladera Izquierda,0,1,0
13014,2017,1,17,Quindío,Choque,No mantener distancia de seguridad,Recta,Plano,Media ladera Izquierda,0,0,0
13015,2018,1,8,Santander,Choque,No mantener distancia de seguridad,Curva Izquierda,Plano,Terraplen,0,1,0
13016,2021,4,19,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13017,2020,11,12,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Cajón,0,0,0
13018,2017,3,21,Valle del Cauca,Choque,No mantener distancia de seguridad,Curva Derecha,Plano,Terraplen,0,0,0
13019,2021,7,21,Risaralda,Choque,No mantener distancia de seguridad,Recta,Ondulado,Terraplen,0,0,0
13020,2017,8,6,Quindío,Choque,No mantener distancia de seguridad,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0
13021,2017,6,8,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13022,2019,12,13,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13023,2019,7,5,Norte de Santander,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13024,2020,2,8,Valle del Cauca,Choque,No mantener distancia de seguridad,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
13025,2017,12,18,Boyacá,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,1
13026,2019,1,27,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13027,2020,1,5,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13028,2018,8,18,Antioquia,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media Ladera Derecha,0,2,1
13029,2020,6,19,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13030,2017,1,3,Antioquia,Choque,No mantener distancia de seguridad,Curva Derecha,Ondulado,Media Ladera Derecha,0,0,0
13031,2018,10,21,Cesar,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,1,0
13032,2017,3,23,Risaralda,Choque,No mantener distancia de seguridad,Recta,Ondulado,Media Ladera Derecha,0,0,0
13033,2017,9,9,Norte de Santander,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media Ladera Derecha,0,0,0
13034,2018,2,24,Quindío,Choque,No mantener distancia de seguridad,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
13035,2018,9,19,Risaralda,Choque,No mantener distancia de seguridad,Curva Izquierda,Ondulado,Media Ladera Derecha,0,0,0
13036,2017,4,15,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13037,2019,10,26,Casanare,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,1,0
13038,2019,5,23,Antioquia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13039,2019,9,11,Colombia,Caída de carga,No mantener distancia de seguridad,Curva Derecha,Plano,Terraplen,0,0,0
13040,2020,12,3,Colombia,Choque,No mantener distancia de seguridad,Curva Izquierda,Ondulado,Media Ladera Derecha,0,1,0
13041,2017,1,10,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,1,0
13042,2020,12,19,Caldas,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,0,0
13043,2021,2,2,Boyacá,Choque,No mantener distancia de seguridad,Curva Derecha,Ondulado,Terraplen,0,0,0
13044,2019,3,2,Cundinamarca,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media Ladera Derecha,0,0,0
13045,2017,12,20,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13046,2019,12,19,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13047,2017,9,5,Boyacá,Choque,No mantener distancia de seguridad,Curva Derecha,Plano,Terraplen,0,0,0
13048,2018,10,18,Santander,Choque,No mantener distancia de seguridad,Recta,Ondulado,Terraplen,0,1,0
13049,2019,8,1,Colombia,Choque,No mantener distancia de seguridad,Recta,Ondulado,Terraplen,0,0,0
13050,2018,1,3,Cundinamarca,Choque,No mantener distancia de seguridad,Curva Izquierda,Ondulado,Media ladera Izquierda,0,0,0
13051,2019,6,2,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Media Ladera Derecha,1,0,0
13052,2020,8,14,Quindío,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13053,2017,7,9,Córdoba,Choque,No mantener distancia de seguridad,Curva Derecha,Plano,Terraplen,0,0,0
13054,2020,7,10,Colombia,Choque,No mantener distancia de seguridad,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
13055,2021,7,30,Risaralda,Choque,No mantener distancia de seguridad,Recta,Ondulado,Terraplen,0,0,0
13056,2018,12,17,Sucre,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13057,2020,10,26,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13058,2017,5,29,Magdalena,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13059,2020,11,27,Cesar,Choque,No mantener distancia de seguridad,Curva Izquierda,Plano,Terraplen,0,0,0
13060,2018,1,7,Antioquia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,1
13061,2017,3,3,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13062,2018,7,13,Norte de Santander,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13063,2018,7,6,Risaralda,Choque,No mantener distancia de seguridad,Recta,Ondulado,Media ladera Izquierda,0,0,0
13064,2019,7,27,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13065,2019,10,31,Norte de Santander,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13066,2017,4,16,Antioquia,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,0,0
13067,2020,5,28,Colombia,Otro,No mantener distancia de seguridad,Recta,Plano,Terraplen,1,0,0
13068,2018,8,5,Antioquia,Choque,No mantener distancia de seguridad,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
13069,2019,8,27,Cesar,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13070,2019,3,26,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,1
13071,2018,2,5,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13072,2019,8,31,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13073,2017,7,17,Quindío,Choque,No mantener distancia de seguridad,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
13074,2018,8,5,Antioquia,Choque,No mantener distancia de seguridad,Curva Derecha,Ondulado,Terraplen,0,0,0
13075,2018,2,9,Antioquia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13076,2019,6,7,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13077,2020,2,2,Boyacá,Choque,No mantener distancia de seguridad,Recta,Plano,Media Ladera Derecha,0,0,0
13078,2019,10,10,Colombia,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,0,0
13079,2020,11,17,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13080,2019,2,3,Cundinamarca,Choque,No mantener distancia de seguridad,Curva Derecha,Montañoso,Media ladera Izquierda,0,0,0
13081,2019,6,10,Caldas,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,0,0
13082,2020,3,19,Nariño,Choque,No mantener distancia de seguridad,Curva Izquierda,Ondulado,Media ladera Izquierda,0,0,0
13083,2019,6,21,Caldas,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,1,1
13084,2020,7,27,Nariño,Choque,No mantener distancia de seguridad,Recta,Ondulado,Media ladera Izquierda,0,0,0
13085,2019,9,20,Colombia,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,0,0
13086,2020,2,29,Cauca,Choque,No mantener distancia de seguridad,Curva Derecha,Montañoso,Media Ladera Derecha,0,0,0
13087,2019,4,22,Putumayo,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13088,2017,1,11,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13089,2017,5,30,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13090,2019,12,31,Valle del Cauca,Choque,No mantener distancia de seguridad,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
13091,2018,6,9,Boyacá,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13092,2017,12,7,Cundinamarca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13093,2018,1,14,Cundinamarca,Choque,No mantener distancia de seguridad,Recta,Ondulado,Media ladera Izquierda,0,0,0
13094,2019,8,15,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13095,2016,12,26,Valle del Cauca,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,2,1
13096,2018,12,24,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13097,2017,6,23,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13098,2019,4,21,Cundinamarca,Choque,No mantener distancia de seguridad,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
13099,2019,3,8,Sucre,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13100,2020,10,3,Colombia,Choque,No mantener distancia de seguridad,Recta,Ondulado,Terraplen,0,0,0
13101,2020,5,25,Valle del Cauca,Choque,No mantener distancia de seguridad,Curva Izquierda,Plano,Media Ladera Derecha,0,0,0
13102,2019,1,7,Boyacá,Choque,No mantener distancia de seguridad,Recta,Plano,Media Ladera Derecha,0,0,1
13103,2020,10,7,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,1,0
13104,2020,10,8,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13105,2020,4,27,Antioquia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,1,0
13106,2017,12,30,Córdoba,Choque,No mantener distancia de seguridad,Recta,Ondulado,Terraplen,1,1,0
13107,2020,10,26,Colombia,Choque,No mantener distancia de seguridad,Curva Derecha,Escarpado,Media ladera Izquierda,0,0,0
13108,2020,2,20,Valle del Cauca,Choque,No mantener distancia de seguridad,Curva Derecha,Montañoso,Cajón,0,0,0
13109,2020,3,19,Colombia,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13110,2018,10,15,Santander,Choque,No mantener distancia de seguridad,Curva Izquierda,Montañoso,Media Ladera Derecha,0,0,0
13111,2020,12,23,Córdoba,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,0,0
13112,2018,7,23,Antioquia,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,0,0
13113,2018,6,14,Santander,Choque,No mantener distancia de seguridad,Curva Izquierda,Ondulado,Terraplen,0,0,0
13114,2017,12,25,Cundinamarca,Choque,No mantener distancia de seguridad,Curva Derecha,Ondulado,Media Ladera Derecha,0,0,0
13115,2017,12,26,Risaralda,Choque,No mantener distancia de seguridad,Recta,Plano,Terraplen,0,2,0
13116,2018,9,16,Caldas,Choque,No mantener distancia de seguridad,Recta,Montañoso,Media ladera Izquierda,0,0,0
13117,2019,5,28,Antioquia,Choque,No mantener distancia de seguridad,Curva Izquierda,Montañoso,Media ladera Izquierda,0,0,0
13118,2017,6,28,Risaralda,Choque,No mantener distancia de seguridad,Curva Derecha,Plano,Media Ladera Derecha,0,0,0
13119,2019,10,30,Risaralda,Choque,No mantener distancia de seguridad,Curva Izquierda,Plano,Media ladera Izquierda,0,0,0
